response_id,task_id,slot,task_version,model,generated_at,date_precision,source,session_id,settings,collector,source_status,imported_at,prompt_sha256,reply_sha256,raw_path,actual_prompt_path
MP01-A,MP01,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/pilot_candidate_mp01_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T15:40:07Z,d089a37d582c91d4c86d00deb44f71532e46d55a351a950d358465f77cb0986b,e65a3c49d83c571346ebcd36d70e305c8a23f5172a44aa4141b5a4c04169163a,04_responses/raw/MP01-A.txt,04_responses/prompts/MP01-A.txt
RC02-B,RC02,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc02_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T15:47:04Z,b61f03474bf6b8b6aa4b8dbfc62d575785ae4eec62015f495eaf3963697b3cc8,2bfacdfdffd36bd69b7aac9369e3abca76be03e5fec0aa2f696f128e35380d02,04_responses/raw/RC02-B.txt,04_responses/prompts/RC02-B.txt
PR01-A,PR01,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr01_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T15:47:04Z,7436cabbf63062e8a12f5bf460d2c32252300b9afd5d456bb9a43bfb9b3f0ba1,7374906323ee277be26deb01d1e7c030b7169d24e594a0da577841a780dad9b1,04_responses/raw/PR01-A.txt,04_responses/prompts/PR01-A.txt
PR01-B,PR01,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr01_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T15:52:45Z,7436cabbf63062e8a12f5bf460d2c32252300b9afd5d456bb9a43bfb9b3f0ba1,7374906323ee277be26deb01d1e7c030b7169d24e594a0da577841a780dad9b1,04_responses/raw/PR01-B.txt,04_responses/prompts/PR01-B.txt
PR02-A,PR02,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr02_a_resumed,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T15:54:20Z,7968ed74dcf41976f62cda762b0c05ba76fb038cd3daf0d4c550baec1eb8a893,dbcf7d74a39d1dc71c314c48946477050513073cb88e35912c1f6ea16d554786,04_responses/raw/PR02-A.txt,04_responses/prompts/PR02-A.txt
PR02-B,PR02,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr02_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T15:54:20Z,7968ed74dcf41976f62cda762b0c05ba76fb038cd3daf0d4c550baec1eb8a893,bf0af5454a02fffd5e67096cad34e9a9fe030ac3f346aad37f6ccfe409209125,04_responses/raw/PR02-B.txt,04_responses/prompts/PR02-B.txt
MP03-A,MP03,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp03_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T15:58:11Z,a4524e74910de3feac26287a1f62d453a572b6c83260ec12571f46441de470df,d270ccdbaf3f15c2b9d448208cb17d3552e83c95b1120a8eafd010d2ff543de0,04_responses/raw/MP03-A.txt,04_responses/prompts/MP03-A.txt
MP03-B,MP03,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp03_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T15:58:11Z,a4524e74910de3feac26287a1f62d453a572b6c83260ec12571f46441de470df,3eb4314f71ff68469c69c412e7253fc3b653363ecbad32c6150008bd2405206e,04_responses/raw/MP03-B.txt,04_responses/prompts/MP03-B.txt
MP04-A,MP04,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp04_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T15:58:11Z,fe778f4a5c5a24f71117b8f1af5c04f8e5953ca3f8b532f4e22605e7a86a2f4d,0e038f02e119824334fe0777a8f755fad6f5f5b994ed92eae9e54fdb3871c2b0,04_responses/raw/MP04-A.txt,04_responses/prompts/MP04-A.txt
MP04-B,MP04,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp04_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T15:58:11Z,fe778f4a5c5a24f71117b8f1af5c04f8e5953ca3f8b532f4e22605e7a86a2f4d,440b316a247c0b5fbd93e47776b2d53ef7ba2d073dac2cc42b2febef1919207f,04_responses/raw/MP04-B.txt,04_responses/prompts/MP04-B.txt
MP05-A,MP05,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp05_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:00:24Z,de6f58d939d4814fa56bceeec1d41ced87706cc457c9fb44d3c14cfb3c0703b4,9df11e8f9972dc2a3f062ece5a1c3d23ea891714c951c61c3085158c183c3917,04_responses/raw/MP05-A.txt,04_responses/prompts/MP05-A.txt
MP05-B,MP05,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp05_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:00:24Z,de6f58d939d4814fa56bceeec1d41ced87706cc457c9fb44d3c14cfb3c0703b4,35900e780d5d887c5548d27e76ca37050a2c4156795a5ee1c58719b508a7accd,04_responses/raw/MP05-B.txt,04_responses/prompts/MP05-B.txt
MP06-A,MP06,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp06_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:00:24Z,c60ce110ea1f334abcd1e0ecfab69cdc82175496c40f3982897801dbe00a937f,699d15b12c8bf06184d8fe0ca097c4ada2e743b7a9126b916f2167440417f76d,04_responses/raw/MP06-A.txt,04_responses/prompts/MP06-A.txt
MP06-B,MP06,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp06_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:00:24Z,c60ce110ea1f334abcd1e0ecfab69cdc82175496c40f3982897801dbe00a937f,eca3ee54412bbb2a2a31617dcb6c093c143fc79c0846a995efb44aaff56741c6,04_responses/raw/MP06-B.txt,04_responses/prompts/MP06-B.txt
MP07-A,MP07,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp07_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:00:24Z,92e089be1978b8ee0793448f85889b185bc42f146c86cbbd168f212b363b8e95,19dea99ec5a333c39ac1bc2abf52074eb12d4217881059395a55ef99fe7d533a,04_responses/raw/MP07-A.txt,04_responses/prompts/MP07-A.txt
MP07-B,MP07,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp07_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:00:24Z,92e089be1978b8ee0793448f85889b185bc42f146c86cbbd168f212b363b8e95,a381cd92a479e1c5f12d026faa11c6a9d62f34418021d4bed0f8d865f956bdb9,04_responses/raw/MP07-B.txt,04_responses/prompts/MP07-B.txt
MP08-A,MP08,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp08_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:01:37Z,43c6a7b77245cd7f4833ead96ecf4d28c881d1c168dff8ac9a90e4a88d6b409c,9027bc59026aa00822a659a528266ae730f8c8dcbd0d742b798f407610d0b314,04_responses/raw/MP08-A.txt,04_responses/prompts/MP08-A.txt
MP08-B,MP08,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp08_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:01:37Z,43c6a7b77245cd7f4833ead96ecf4d28c881d1c168dff8ac9a90e4a88d6b409c,c05384f2760a4f3afc9e9b7d9c02127b084ce079782ce35f7e344e028af8a5c6,04_responses/raw/MP08-B.txt,04_responses/prompts/MP08-B.txt
MP09-A,MP09,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp09_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:01:37Z,8371dfdcd5e86cb256252aae543bca9bf9e4066a30ef7f247f37bebfa0449232,fd707224e5294559a3918a5fd1393ed2163847cb996820fa9990b316c515bef4,04_responses/raw/MP09-A.txt,04_responses/prompts/MP09-A.txt
MP09-B,MP09,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp09_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:02:32Z,8371dfdcd5e86cb256252aae543bca9bf9e4066a30ef7f247f37bebfa0449232,aae56ac7c581c625167639b34c5e9b5e987e57d4633a43ed8b8b04b4a14fe6ba,04_responses/raw/MP09-B.txt,04_responses/prompts/MP09-B.txt
MP10-A,MP10,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp10_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:02:32Z,a1dc10f5df2ed687b6559cc870a27c7e83c5cecd8debed4dfc63fde9480992d4,732c8c16b5d9dcc5725ed9f29e5fd53a162c6eef28756e4d56b134f55ed15fc2,04_responses/raw/MP10-A.txt,04_responses/prompts/MP10-A.txt
MP10-B,MP10,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_mp10_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:02:32Z,a1dc10f5df2ed687b6559cc870a27c7e83c5cecd8debed4dfc63fde9480992d4,b51085f0aca2357fbf1fca71f90058e18a6b7aa3d9a96ac5c9cf31596bd2e456,04_responses/raw/MP10-B.txt,04_responses/prompts/MP10-B.txt
CS03-A,CS03,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs03_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:04:44Z,1e94ec899edea6df75108fb0cbc3b8dd0e6ff1b6cde6b974b45dacb58f94a8d4,ff2633f2b1d2644fac72f3aeae81fd6ecf1971e0fc340681ca332c54c6309ad3,04_responses/raw/CS03-A.txt,04_responses/prompts/CS03-A.txt
CS03-B,CS03,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs03_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:04:45Z,1e94ec899edea6df75108fb0cbc3b8dd0e6ff1b6cde6b974b45dacb58f94a8d4,ec367168ac463fa09cbf5196c3c69188bcab5e56c01f6accccbf2a4ad4f09501,04_responses/raw/CS03-B.txt,04_responses/prompts/CS03-B.txt
CS04-A,CS04,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs04_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:04:45Z,85855cbbbde500f32a2a715f0851786899abc399058a84db99df47a7e323b17b,449422b83fb1bfff21020cf06c3111a13eac8f492cb94ebd87234cfed0ed3278,04_responses/raw/CS04-A.txt,04_responses/prompts/CS04-A.txt
CS04-B,CS04,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs04_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:04:45Z,85855cbbbde500f32a2a715f0851786899abc399058a84db99df47a7e323b17b,cec473f0d3d5d83c395383808eae35f676cce576adbc6f562be01dae62f199e3,04_responses/raw/CS04-B.txt,04_responses/prompts/CS04-B.txt
CS05-A,CS05,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs05_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:04:45Z,743457552e410e43aece32808833f651a04e551ab8ed95de1370de78d1354243,e18280714ef7d14b6d9d3cad5b3fbb74fe499f37706bff2a3400d477e10a1412,04_responses/raw/CS05-A.txt,04_responses/prompts/CS05-A.txt
CS05-B,CS05,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs05_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:06:04Z,743457552e410e43aece32808833f651a04e551ab8ed95de1370de78d1354243,7a041a4a75122b0a30a05525848b130a44a218a697c8ee75ef094d3a3c90646d,04_responses/raw/CS05-B.txt,04_responses/prompts/CS05-B.txt
CS06-A,CS06,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs06_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:06:04Z,d577c67f1436a77003226c6db0844200a971fc248f63af59cdb5c46f80bf25b7,a7a54cec1d854d4fa03b32fe3eb26b22c5c2d5b6b1b972b4a16088cb74d03f1f,04_responses/raw/CS06-A.txt,04_responses/prompts/CS06-A.txt
CS06-B,CS06,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs06_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:06:04Z,d577c67f1436a77003226c6db0844200a971fc248f63af59cdb5c46f80bf25b7,a7f2f6268964731aa6f029f531a8589640a26df0475c7e2a163c3b80800952c3,04_responses/raw/CS06-B.txt,04_responses/prompts/CS06-B.txt
CS07-A,CS07,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs07_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:07:42Z,ac63ca4ec09ca5c44d9ef9e0e65b8e8c2402c7daf8c31e4c8836704567bf6201,515a059bd06b2afe24d477590589281dd1c5d6e007e73fcc21fa9407d09c38c7,04_responses/raw/CS07-A.txt,04_responses/prompts/CS07-A.txt
CS07-B,CS07,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs07_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:07:42Z,ac63ca4ec09ca5c44d9ef9e0e65b8e8c2402c7daf8c31e4c8836704567bf6201,748e20f601ba7320f41f40eb8eb516a01a3b12b6b0a9682c7a596df1ebfbea15,04_responses/raw/CS07-B.txt,04_responses/prompts/CS07-B.txt
CS08-A,CS08,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs08_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:07:42Z,4e46ef89b40982a68b24c4816b0b3cd76b0c90c87d971180b94e04d946519fac,ea057cbf6220f2286949b703cedb208980c5a6086efe446531af7e3e4edd8aba,04_responses/raw/CS08-A.txt,04_responses/prompts/CS08-A.txt
CS08-B,CS08,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs08_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:07:42Z,4e46ef89b40982a68b24c4816b0b3cd76b0c90c87d971180b94e04d946519fac,82dcf0d43524b751f2d6b9e0a89848ec0c607db244cd9315ed95df8f6f5c5152,04_responses/raw/CS08-B.txt,04_responses/prompts/CS08-B.txt
CS09-A,CS09,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs09_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:12:09Z,b3bcb9cb963c680ad9dd724bc3b0a9d629bc56fcf1c93e6e915747e37ced14de,d50b50a16ca37064afb724b2ed09585602ca002f5bbf4bca000cb11cb08ef0c1,04_responses/raw/CS09-A.txt,04_responses/prompts/CS09-A.txt
CS09-B,CS09,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs09_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:12:09Z,b3bcb9cb963c680ad9dd724bc3b0a9d629bc56fcf1c93e6e915747e37ced14de,a8d77248aa076952a0dd3655c01823957a28df4573740c0a8d7136ce93146dae,04_responses/raw/CS09-B.txt,04_responses/prompts/CS09-B.txt
CS10-A,CS10,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs10_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:12:09Z,785774eabd49d39ee88055369b96c2a7c9ad149d95b6a1dffadc3d16cefd34b4,42c230dd47cb07d6355d56b66765953e488be998fb83997ac8635aff0519cba2,04_responses/raw/CS10-A.txt,04_responses/prompts/CS10-A.txt
CS10-B,CS10,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_cs10_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:12:09Z,785774eabd49d39ee88055369b96c2a7c9ad149d95b6a1dffadc3d16cefd34b4,86069f3f967617a3e9aeb725d3d1c10d19af8a1146539307a744b0754af35d18,04_responses/raw/CS10-B.txt,04_responses/prompts/CS10-B.txt
RC03-A,RC03,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc03_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:12:09Z,7af2e28a68d47399e4aaedeecdfd17a90d09fd706608659a39a4bf3d79283b98,a9bd361db816fdd0a1ddca9203a65267b3f04aee0dfa35839fee63243a0e7ec2,04_responses/raw/RC03-A.txt,04_responses/prompts/RC03-A.txt
RC03-B,RC03,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc03_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:12:09Z,7af2e28a68d47399e4aaedeecdfd17a90d09fd706608659a39a4bf3d79283b98,a90382086261cd8960156480bc43109fd5930bbb0b2cd05208c2097e65486a82,04_responses/raw/RC03-B.txt,04_responses/prompts/RC03-B.txt
RC04-A,RC04,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc04_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:12:09Z,c22768eb86e856cf91057662237b0434d879ab70bc809a1cb8cf0639032fc96a,6c530e5f011e570139c85ab5df0b1639ab29ba85f91847d49b5ca028f038c53b,04_responses/raw/RC04-A.txt,04_responses/prompts/RC04-A.txt
RC04-B,RC04,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc04_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:12:09Z,c22768eb86e856cf91057662237b0434d879ab70bc809a1cb8cf0639032fc96a,6f2e6c02f1373233d7957bd4c345e706a610a337faf10b13de02d2068c860a44,04_responses/raw/RC04-B.txt,04_responses/prompts/RC04-B.txt
RC05-A,RC05,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc05_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:12:09Z,ffb2413be0bb73a432f971371610987c98dfe82d4d4edd0ebfcf3805d535806f,a2e23ac577998d56b6865409818e026add9b8681503162af9fa0119731e3e8d2,04_responses/raw/RC05-A.txt,04_responses/prompts/RC05-A.txt
